date,year,quarter,hosr,FEDFUNDS,MSPUS,GDPC1,PAYEMS,CPIAUCSL,UNRATE,UMCSENT,DSPIC96,PERMIT,ICSA,SP500
2011-10-01,2011,Q4,65.9,0.07333333333333335,221100.0,16048.702,132717.33333333334,227.04733333333334,8.633333333333333,64.8,12152.300000000001,691.3333333333334,389571.4285714286,1225.6512683650794
2012-01-01,2012,Q1,65.6,0.10333333333333333,238400.0,16179.968,133504.66666666666,228.32600000000002,8.266666666666667,75.5,12375.666666666666,752.0,369000.0,1348.783715064516
2012-04-01,2012,Q2,65.6,0.15333333333333335,238700.0,16253.726,133925.0,228.808,8.2,76.3,12486.433333333334,774.0,378230.76923076925,1349.6785656031745
2012-07-01,2012,Q3,65.4,0.14333333333333334,248800.0,16282.151,134336.0,229.841,8.033333333333333,74.96666666666665,12404.733333333332,873.0,376307.6923076923,1400.9457155396826
2012-10-01,2012,Q4,65.3,0.16,251700.0,16300.035,134860.66666666666,231.36933333333332,7.8,79.39999999999999,12750.9,915.0,374923.07692307694,1418.1390301612903
2013-01-01,2013,Q1,65.2,0.14333333333333334,258400.0,16441.485,135494.66666666666,232.29933333333335,7.733333333333333,76.66666666666667,12248.633333333333,952.0,352538.46153846156,1513.9799968
2013-04-01,2013,Q2,65.1,0.11666666666666665,268100.0,16464.402,136079.33333333334,232.045,7.533333333333334,81.66666666666667,12339.766666666668,985.6666666666666,346384.6153846154,1609.491250953125
2013-07-01,2013,Q3,65.2,0.08333333333333333,264800.0,16594.743,136609.66666666666,233.29999999999998,7.233333333333333,81.56666666666666,12387.233333333332,988.3333333333334,331307.6923076923,1674.9435920937499
2013-10-01,2013,Q4,65.1,0.08666666666666667,273600.0,16712.76,137239.0,234.1626666666667,6.933333333333334,76.93333333333334,12424.666666666666,1026.0,343000.0,1768.66734690625
2014-01-01,2014,Q1,64.9,0.07333333333333335,275200.0,16654.247,137743.33333333334,235.621,6.666666666666667,80.93333333333334,12580.466666666667,1027.3333333333333,327153.8461538461,1834.8711478032787
2014-04-01,2014,Q2,64.8,0.09333333333333334,288000.0,16868.109,138547.0,236.87233333333333,6.2,82.83333333333333,12747.066666666666,1039.3333333333333,316461.53846153844,1900.372696095238
2014-07-01,2014,Q3,64.3,0.09000000000000001,281000.0,17064.616,139297.33333333334,237.47833333333332,6.066666666666666,82.96666666666665,12890.066666666666,1066.6666666666667,299769.23076923075,1975.908121046875
2014-10-01,2014,Q4,63.9,0.09999999999999999,298900.0,17141.235,140101.33333333334,236.88833333333332,5.7,89.76666666666667,13069.533333333333,1075.0,288538.46153846156,2009.344375609375
2015-01-01,2015,Q1,63.8,0.11,289200.0,17280.647,140772.33333333334,235.35500000000002,5.533333333333334,95.5,13243.4,1082.6666666666667,290692.3076923077,2063.689835327869
2015-04-01,2015,Q2,63.5,0.12333333333333334,289100.0,17380.875,141472.66666666666,236.96,5.433333333333334,94.23333333333333,13280.066666666666,1272.3333333333333,277615.3846153846,2101.829055015873
2015-07-01,2015,Q3,63.6,0.1366666666666667,295800.0,17437.08,142136.0,237.855,5.1000000000000005,90.73333333333333,13357.0,1149.6666666666667,274230.76923076925,2027.200002671875
