date,year,quarter,hosr,FEDFUNDS,MSPUS,GDPC1,PAYEMS,CPIAUCSL,UNRATE,UMCSENT,DSPIC96,PERMIT,ICSA,SP500
2015-10-01,2015,Q4,63.7,0.16,302500.0,17462.579,142836.0,237.837,5.033333333333333,91.3,13439.833333333334,1205.0,268692.3076923077,2052.311878140625
2016-01-01,2016,Q1,63.5,0.36000000000000004,299800.0,17565.465,143425.33333333334,237.68933333333334,4.8999999999999995,91.56666666666666,13541.633333333333,1153.6666666666667,270615.3846153846,1951.2249135081966
2016-04-01,2016,Q2,63.1,0.37333333333333335,306000.0,17618.581,143964.33333333334,239.59033333333332,4.933333333333334,92.39999999999999,13519.533333333333,1191.0,268384.6153846154,2075.13140675
2016-07-01,2016,Q3,63.5,0.39666666666666667,303800.0,17724.489,144712.66666666666,240.60733333333334,4.8999999999999995,90.33333333333333,13584.766666666668,1234.0,258230.76923076922,2162.056869515625
2016-10-01,2016,Q4,63.5,0.45,310900.0,17812.56,145229.0,242.13466666666667,4.766666666666667,93.06666666666666,13656.933333333334,1244.0,251642.85714285713,2184.8785574603176
2017-01-01,2017,Q1,63.6,0.7000000000000001,313100.0,17896.623,145802.0,243.83866666666665,4.566666666666666,97.23333333333333,13795.233333333332,1278.0,236000.0,2325.9278997903225
2017-04-01,2017,Q2,63.9,0.9500000000000001,318200.0,17996.802,146379.33333333334,244.12,4.366666666666667,96.36666666666667,13931.9,1268.3333333333333,237461.53846153847,2397.970935619048
2017-07-01,2017,Q3,63.9,1.1533333333333333,320500.0,18126.226,146897.66666666666,245.287,4.333333333333333,95.10000000000001,14015.533333333333,1280.6666666666667,257642.85714285713,2467.1746264285716
2017-10-01,2017,Q4,64.0,1.2033333333333334,337900.0,18296.685,147345.0,247.23833333333334,4.166666666666667,98.36666666666667,14084.199999999999,1314.6666666666667,244076.92307692306,2603.2773166031743
2018-01-01,2018,Q1,64.2,1.4466666666666665,331800.0,18436.262,148005.0,249.2543333333333,4.033333333333333,98.93333333333334,14253.266666666668,1352.6666666666667,213538.46153846153,2733.4767226065574
2018-04-01,2018,Q2,64.5,1.7366666666666666,315600.0,18590.004,148751.0,250.681,3.9333333333333336,98.33333333333333,14372.966666666667,1353.6666666666667,219923.07692307694,2703.1312446875
2018-07-01,2018,Q3,64.4,1.9233333333333331,330900.0,18679.599,149215.0,251.77033333333335,3.766666666666667,98.06666666666666,14491.800000000001,1304.6666666666667,220923.07692307694,2849.601430746032
2018-10-01,2018,Q4,64.6,2.22,322800.0,18721.281,149621.66666666666,252.68999999999997,3.8333333333333335,98.13333333333333,14599.133333333333,1300.0,227538.46153846153,2698.9268275873014
2019-01-01,2019,Q1,64.2,2.4033333333333333,313000.0,18833.195,150190.66666666666,253.29266666666663,3.8666666666666667,94.46666666666665,14729.633333333333,1293.6666666666667,203153.84615384616,2721.0044184754097
2019-04-01,2019,Q2,64.3,2.3966666666666665,322500.0,18982.528,150730.66666666666,255.283,3.6,98.46666666666665,14679.300000000001,1327.3333333333333,215692.3076923077,2882.3277646190477
2019-07-01,2019,Q3,64.8,2.19,318400.0,19112.653,151082.0,256.22499999999997,3.6333333333333333,93.8,14763.133333333333,1436.3333333333333,223923.07692307694,2957.836406703125
2019-10-01,2019,Q4,65.0,1.6433333333333333,327100.0,19202.31,151571.66666666666,257.7853333333333,3.6,97.2,14850.466666666667,1485.3333333333333,230923.07692307694,3082.7556115
2020-01-01,2020,Q1,65.3,1.26,329000.0,18951.992,151879.33333333334,258.618,3.8000000000000003,96.63333333333333,14963.1,1444.3333333333333,850076.9230769231,3055.8691839516127
2020-04-01,2020,Q2,68.1,0.06,322600.0,17258.205,133776.0,256.41833333333335,12.966666666666667,74.06666666666666,16520.333333333332,1226.0,2729307.6923076925,2931.6855546190473
2020-07-01,2020,Q3,67.4,0.09333333333333334,337500.0,18560.774,140464.33333333334,259.43766666666664,8.833333333333334,75.66666666666667,15783.066666666666,1562.3333333333333,1042538.4615384615,3319.834072140625
2020-10-01,2020,Q4,65.7,0.09000000000000001,358700.0,18767.778,142462.66666666666,260.87899999999996,6.766666666666667,79.8,15442.9,1670.3333333333333,794538.4615384615,3554.5010898125
2021-01-01,2021,Q1,65.6,0.08,369800.0,19055.655,143725.0,263.5246666666667,6.2,80.23333333333333,17218.766666666666,1786.3333333333333,756615.3846153846,3865.7068852459015
2021-04-01,2021,Q2,65.6,0.07,382600.0,19368.31,145177.66666666666,268.76033333333334,5.8999999999999995,85.56666666666666,15806.566666666666,1705.6666666666667,490769.23076923075,4183.62634920635
2021-07-01,2021,Q3,65.4,0.09000000000000001,411200.0,19478.893,146873.0,273.16333333333336,5.1000000000000005,74.76666666666667,15640.5,1680.6666666666667,393846.1538461539,4421.670625
2021-10-01,2021,Q4,65.4,0.08,408100.0,19806.29,148632.33333333334,278.41333333333336,4.233333333333333,69.89999999999999,15461.966666666667,1774.3333333333333,265846.1538461539,4602.1089062500005
